	Bayesian Skyline: pop2.log			
Time	Mean	Median	Upper	Lower
5.780569159848605E-4	0.0262679765016107	0.023660459885922164	0.0702060188813445	0.0022052925455967967
5.883793609131616E-4	0.025912900128673033	0.02329822907434526	0.07020660703472525	0.0020530910356395763
5.987018058414628E-4	0.02565395586850035	0.023029323227101443	0.0702060188813445	0.0019177530732166822
6.090242507697639E-4	0.0253589382062015	0.022785245300484147	0.06975223453140665	0.0017572777468151122
6.19346695698065E-4	0.024987131761417314	0.02245232302035652	0.06871856798402902	0.0016509390249713936
6.296691406263661E-4	0.024579995466987296	0.02208136504965303	0.06823836128709983	0.0015050644858029692
6.399915855546673E-4	0.02419070786861398	0.02168563142525706	0.06788921673204974	0.0013661825598254777
6.503140304829684E-4	0.023778551432783665	0.0211997379786913	0.06759159074697042	0.0012703238345801607
6.606364754112695E-4	0.02331695802356493	0.020673762398642874	0.0673299228208501	0.0010936357110180475
6.709589203395706E-4	0.02295263022288865	0.02027528674074962	0.06712644305359511	9.744461092872357E-4
6.812813652678718E-4	0.022482255336269037	0.01979206122936736	0.06631176434683984	8.968221990677052E-4
6.916038101961729E-4	0.0219992074019574	0.019182220202187093	0.06586417653273235	8.387808346537535E-4
7.01926255124474E-4	0.021544895661064052	0.0186808074897148	0.06576207570912952	7.898724065080069E-4
7.122487000527751E-4	0.02109915931340787	0.018132422091580034	0.06513088941198919	7.190929199201901E-4
7.225711449810763E-4	0.02057961710493281	0.017472552058798142	0.06420331882444395	6.821010282421601E-4
7.328935899093774E-4	0.020140552782323504	0.016882811710504004	0.06386381652760781	6.379798570429006E-4
7.432160348376785E-4	0.019696979471714633	0.01629561826532406	0.06344940692392864	6.184169651510382E-4
7.535384797659797E-4	0.019234462655160448	0.015606853046929823	0.06288712131334442	5.847423019330849E-4
7.638609246942808E-4	0.01876590613336119	0.014748877525593255	0.06178876800593864	5.471845716855314E-4
7.741833696225819E-4	0.0183807240453383	0.014215228322526635	0.061642728149215585	5.235714454805091E-4
7.84505814550883E-4	0.017961500506772796	0.013508397930405092	0.06149357116445967	4.925332441926743E-4
7.948282594791842E-4	0.017527222351600737	0.012839068133827503	0.06069816510728644	4.7414836811203665E-4
8.051507044074853E-4	0.017114115765291437	0.012232806953102504	0.06008817585050851	4.4942890373111987E-4
8.154731493357864E-4	0.016647930028785222	0.011440526016971217	0.059167467008427496	4.287013963432756E-4
8.257955942640875E-4	0.016196433692083522	0.010642286830330833	0.05825110499986421	4.042577273744333E-4
8.361180391923887E-4	0.015683725177644738	0.009845078029728118	0.05741858082915477	3.7933934015673944E-4
8.464404841206898E-4	0.015272700639792094	0.00920476335916063	0.0571582401636881	3.7277396509841754E-4
8.567629290489909E-4	0.014881633958089033	0.008562360342933468	0.056991244796646814	3.646435128783468E-4
8.67085373977292E-4	0.014436428867109677	0.007895843895714646	0.0562589259754932	3.5587181855458453E-4
8.774078189055932E-4	0.014052055227460697	0.007250708573138141	0.05541809059273133	3.42704296743179E-4
8.877302638338943E-4	0.013598979973046214	0.006545639450152872	0.05456208604004205	3.346283430015177E-4
8.980527087621954E-4	0.013244810148437744	0.006055880906080969	0.05427182176064537	3.200368197131628E-4
9.083751536904965E-4	0.012845270248464583	0.005585768447132932	0.053502296101180916	3.163889390262865E-4
9.186975986187977E-4	0.012451287632855704	0.005130167461395791	0.05307922484198651	3.1502328746466405E-4
9.290200435470988E-4	0.0120438615932293	0.004720260023489664	0.0525071607736792	3.0824934527045385E-4
9.393424884753999E-4	0.01171618807431581	0.004437112421032147	0.05202218321218199	3.0561029036929507E-4
9.49664933403701E-4	0.011375753934270424	0.004102521587959486	0.05182019803555681	2.926885658642431E-4
9.599873783320022E-4	0.010947767929874867	0.0038311268575394446	0.05035834361040259	2.884064127507954E-4
9.703098232603033E-4	0.01050721102322408	0.003548848155479645	0.04967890106818642	2.861327314191387E-4
9.806322681886043E-4	0.010102563951966237	0.003252325130297594	0.048996258954090884	2.811945672602713E-4
9.909547131169054E-4	0.009764034562068494	0.0030437006193300736	0.0480323054782084	2.799478381836566E-4
0.0010012771580452065	0.009430189654264759	0.002876685703226007	0.04771079839096916	2.77933997666937E-4
0.0010115996029735077	0.009124134062466779	0.002706146817808089	0.04732199381582632	2.730096563698014E-4
0.0010219220479018088	NaN	NaN	NaN	NaN
